sys_bd_linea_pdn.descripcion,Provincia,org_ficha_organizacion.nombre,producto,cantidad_final,Departamento,valor_inicial,valor_final,cantidad_inicial,F.Registral,Distrito,timestamp,length
FRUTAS,CONDESUYOS,COMISION DE USUARIOS DE AGUA DE CHANCHALLAY,"","",AREQUIPA,"","","",12021326,CHICHAS,,
MIEL DE ABEJA,CONDESUYOS,ASOCIACION ABEJA MAYA ALPACAY,MIEL,250,AREQUIPA,2700,3750,180,12021542,YANAQUIHUA,,
TRUCHAS,CONDESUYOS,ASOCIACION  DE CRIADORES  DE TRUCHAS  DE HUAYTANI  - PUCUNCHO,"","",AREQUIPA,"","","",12021829,ANDARAY,,
FRUTAS,CASTILLA,ASOCIACION AGROMULTIPLE UÑON - TIPAN,"","",AREQUIPA,"","","",12021833,UÑON,,
MIEL DE ABEJA,CASTILLA,ASOCIACION PRODUCTORES MULTIPLES DEL DISTRITO DE TIPAN,MIEL,1000,AREQUIPA,1200,4319.5,100,12021834,UÑON,,
TURISMO,CASTILLA,ASOCIACION VIRGEN DEL ROSARIO DE UÑON UNIDOS EN LA FE,PAQUETES TURISTICOS,350,AREQUIPA,0,6741,0,12021835,UÑON,,
OVEJAS,LA UNION,ASOCIACION PRODUCTORES AGROMULTIPLES  EL NIÑO HUAYLLURINO,"","",AREQUIPA,"","","",12022063,TAURIA,,
PASTOS Y FORRAJES,LA UNION,ASOCIACION DE PRODUCTORES AGROMULTIPLES DE TAURIA,"","",AREQUIPA,"","","",12022064,TAURIA,,
TRUCHAS,LA UNION,ASOCIACION  DE PRODUCTORES  MÃšLTIPLES  VIRGEN  ASUNCION,"","",AREQUIPA,"","","",12022065,TAURIA,,
PASTOS Y FORRAJES,CONDESUYOS,ASOCIACION AGROPECUARIA MULTIPLE DE YANQUE-CHICHAS,"","",AREQUIPA,"","","",12022144,CHICHAS,,
FRUTAS,CONDESUYOS,ASOCIACION AGRICOLA DE CHICHAS,"","",AREQUIPA,"","","",12022145,CHICHAS,,
PASTOS Y FORRAJES,CASTILLA,ASOCIACION AGROMULTIPLES NUESTRA SEÑORA DE LA ASUNCION DE LA UÑON,"","",AREQUIPA,"","","",12022245,UÑON,,
PASTOS Y FORRAJES,CONDESUYOS,ASOCIACION DE ALPAQUEROS DE PALCUYOC,"","",AREQUIPA,"","","",12022247,ANDARAY,,
PASTOS Y FORRAJES,CONDESUYOS,PRODUCTORES  DE HONGOS  COMESTIBLES DE YANAQUIHUA,"","",AREQUIPA,"","","",12022248,YANAQUIHUA,,
PANES Y OTROS,CONDESUYOS,ASOCIACION PANIFICADORES LAS DELICIAS DE ANDARAY,"","",AREQUIPA,"","","",12022249,ANDARAY,,
TRUCHAS,CONDESUYOS,PRODUCTORES DE ALEVINOS HIJOS DE COROPUNA DE MAUCALLACTA,"","",AREQUIPA,"","","",12022253,ANDARAY,,
FRUTAS,CONDESUYOS,ASOCIACION  PRODUCTORES DE PLANTONES  FRUTALES DE YANAQUIHUA,"","",AREQUIPA,"","","",12022254,YANAQUIHUA,,
FRUTAS,CASTILLA,ASOCIACION PRODUCTORES MULTIPLES NUESTRA SEÑORA DE LA MERCED DE UÑON-TIPAN,"","",AREQUIPA,"","","",12022256,UÑON,,
PASTOS Y FORRAJES,CONDESUYOS,ASOCIACION DE AGRICULTORES  DEL ANEXO DE QUEÑUAYMARCA  DE CHICHAS,"","",AREQUIPA,"","","",12022262,CHICHAS,,
FRUTAS,CAYLLOMA,ASOCIACION DE PRODUCTORES JALI WARMI DE HUANCA,"","",AREQUIPA,"","","",16652013,HUANCA,,
,,,,,,,,,,,1650769230373,612
